OBJECTID,Site Name,Address,NPL Status,Site type category,Site type subcategory,Enforcement agreement type,Agreement approval date,Money paid to EPA to do additional cleanup work,Reimbursable Past Costs to EPA,Est. Value of Cleanup Work,Work Party(ies),Type of cleanup work,Link to site profile page,x,y
1025,John Deere (Dubuque Works),"John Deere Road, Dubuque, IA, 52001",Removed from the Proposed NPL,Waste Management,Industrial waste facility (non-generator),Consent Decree,12/18/1989,200000,287256,5507500,Deere & Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700085,-10099086.323452715,5247085.598762583
1026,Fulbright Landfill,"Bolivar Rd, Springfield, MO, 65803",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,2/1/1990,,306000,284500,"City of Springfield<br>Litton Business Systems, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701153,-10387499.984647334,4477235.92309285
1027,Findett Corp.,"Rr 7, St. Charles, MO, 63301",Removed from the Proposed NPL,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",Consent Decree,5/14/1990,1050000,,2000000,,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700845,-10078282.937013265,4695274.739253386
1028,Lawrence Todtz Farm,"RR 1, Camanche, IA, 52730",Final,Waste Management,Other,Consent Decree,11/6/1990,100000,832102,1300000,"E. I. du Pont de Nemours and Company<br>Todtz, Lewis","PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700039,-10051330.595860869,5129242.886289465
1029,"Solid State Circuits, Inc.","Main St, Republic, MO, 65738",Final,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,Consent Decree,5/31/1991,,296519,8750000,"Solid State Circuits, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701392,-10406177.280132124,4455575.7690993035
1030,Fairfield Coal Gasification Plant,"101 S 7th St, Fairfield, IA, 52556",Final,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,8/14/1991,360000,413821,5758000,Alliant Energy <br>Fairfield Coal Gasification<br>Iowa Electric Light and Power Company,"PRP Remedial Investigation/Feasibility Study, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700347,-10238320.735035267,5013256.205448187
1031,Northwestern States Portland Cement Co.,"Sec 33 T97N R20W, Mason City, IA, 50401",Deleted,Waste Management,Other,Consent Decree,10/10/1991,,324585,2000000,Holnam Inc.<br>Northwestern States Portland Cement Co.<br>Northwestern States Portland Cement Co.<br>Northwestern States Portland Cement Co.,"PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700324,-10375533.139387062,5338646.678631499
1032,Chemplex Co.,"Highway 30 W, Clinton, IA, 52732",Removed from the Proposed NPL,Manufacturing/Processing/Maintenance,Plastics and rubber products,Consent Decree,11/7/1991,500000,1551337,28090000,"ACC Chemical Co.<br>Citigroup<br>City of Clinton<br>Four Star Oil & Gas Co.<br>Getty Chemical Co.<br>Primerica Corp.<br>Quantum Chemical Corp.<br>Skelly Oil Co.<br>Texaco, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700157,-10052564.015818857,5056839.3561709365
1033,Lindsay Manufacturing Co.,"Hwy 91, Lindsay, NE, 68644",Final,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Consent Decree,4/9/1992,100000,310854,3006600,Lindsay Manufacturing Co.,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701913,-10874801.055594888,5116395.136158985
1034,"E.I. du Pont de Nemours & Co., Inc. (County Road X23)","FF X23 3.5 Mi S of West Point, IA, 52656",Deleted,Waste Management,Industrial waste facility (non-generator),Consent Decree,4/23/1992,3000000,666369,1400000,E. I. du Pont de Nemours and Company,"PRP Remedial Design, PRP Remedial Action, Five Year Review, Five Year Review, Five Year Review, Five Year Review, Five Year Review, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700312,-10178234.815365199,4961801.916176458
1035,Shaw Avenue Dump,"Shaw Ave, Charles City, IA, 50616",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,5/26/1992,150000,285104,800000,American Home Products Corporation<br>City of Charles City,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700244,-10315209.107326187,5320545.210923136
1036,White Farm Equipment Co. Dump,"S.E. Corner of Kellogg Avenue and, Charles City, IA, 50616",Deleted,Waste Management,Other,Consent Decree,9/18/1992,200000,260000,2300000,Allied Products Corporation<br>H. E. Construction Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700181,-10317177.347242901,5324918.675895455
1037,John Deere (Ottumwa Works Landfills),"Vine & Madison, Ottumwa, IA, 52501",Deleted,Manufacturing/Processing/Maintenance,Other,Consent Decree,9/25/1992,70000,60187,80000,Deere & Company,"Groundwater Monitoring, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700110,-10287002.86342949,5012710.420270398
1038,Lehigh Portland Cement Co.,"700 25th St NW, Mason City, IA, 50401",Withdrawn from the Final NPL,Manufacturing/Processing/Maintenance,Other,Unilateral Administrative Order,9/29/1992,250000,,1600000,Lehigh Portland Cement Co.,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700106,-10377276.847890843,5338917.170690808
1039,Peoples Natural Gas Co.,"502 E 11th St, Dubuque, IA, 52001",Final,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,12/28/1992,280000,531636,8000000,City of Dubuque<br>Enron Corporation<br>Iowa Department of Transportation<br>Mid American Energy,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, Five Year Review, Five Year Review, Five Year Review, Five Year Review, Five Year Review, PRP Long Term Response Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700325,-10092101.35936391,5236971.181358197
1040,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Administrative Order on Consent,3/3/1993,100000,215167,1400000,"Cotter Corp., (N.S.L.)<br>Laidlaw Waste Systems (Bridgeton), Inc.<br>Rock Road Industries, Inc.<br>U.S. Department of Energy",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1041,29th & Mead Ground Water Contamination,"412 E 29th N 26S 1E SW 1/4 S 33, Wichita, KS, 67219",Deleted,Other,Ground water plume site with no identifiable source,Consent Decree,2/18/1994,50000,,1638456,,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700496,-10835087.82725439,4542154.948685329
1042,Mcgraw Edison,"Dewey Rd & 18th St, Centerville, IA, 52544",non-NPL,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,Unilateral Administrative Order,3/30/1994,250000,,5300000,Cooper Industries (Wagner),"PRP Removal, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700372,-10337899.693093048,4970052.78086443
1043,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Administrative Order on Consent,12/14/1994,,33446,350000,"Laidlaw Waste Systems (Bridgeton), Inc.",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1044,Chemplex Co.,"Highway 30 W, Clinton, IA, 52732",Removed from the Proposed NPL,Manufacturing/Processing/Maintenance,Plastics and rubber products,Consent Decree,2/6/1995,,250000,11000000,ACC Chemical Co.<br>Four Star Oil & Gas Co.<br>Getty Chemical Co.<br>Primerica Corp.<br>Quantum Chemical Corp.<br>Skelly Oil Co.,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700157,-10052564.015818857,5056839.3561709365
1045,Doepke Disposal (Holliday),"Holliday Dr, Shawnee Mission, KS, 66218",Final,Waste Management,Industrial waste landfill,Consent Decree,5/20/1996,100000,1341521,5000000,"A.E West Petroleum Company, Inc.<br>Armco Inc.<br>Associated Wholesale Grocers, Inc.<br>Bartlett and Company<br>Boise Cascade Corporation<br>Cargill, Incorporated<br>Chemetron Investments,Inc.<br>Chevron Chemical Co.<br>City of Kansas City, Kansas<br>City of Leawood, Kansas<br>Colt Industries/Fairbanks Morse<br>Concrete Materials, Inc.<br>Curran Paint & Varnish Company<br>D.W. Newcomer's Sons Inc.<br>Faultless Starch/Bon Ami Company<br>Ford Motor Co.<br>General Electric Company<br>Grand Metropolitan PLC, and Subsidiaries<br>GTE Operations Support Incorporated<br>Jason Empire, Inc.<br>Junior College District of Metropolitan KC, MO.<br>Kaiser Aluminum & Chemical Corporation<br>Lee Apparel Company, Inc.<br>Marley Co.<br>Monsanto Company<br>Navistar International Corporation<br>Phillips Petroleum Co.<br>PQ Corporation<br>Proctor & Gamble Manufacturing Company<br>RCA Corporation<br>S-G Metals Industries, Inc.<br>Spangler, Inc.<br>Sunshine Biscuits, Inc.<br>T H Agriculture & Nutrition Company, Inc.<br>The Clorox Company<br>The Fuller Brush Company<br>The Hertz Corporation<br>Union Camp Corporation<br>Uniroyal, Inc.<br>United Telephone Company of Missouri<br>Warwick Paper Company, Inc.<br>Western Resources, Inc.",PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700631,-10552429.049775304,4726874.577151421
1046,Sherwood Medical Co.,"Rt 4 S Hwy 81 1 Mi S of, Norfolk, NE, 68701",Final,Manufacturing/Processing/Maintenance,Other,Consent Decree,11/7/1996,100000,8000,6833135,"Sherwood Medical Co., Inc.","PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702086,-10844899.41585342,5160022.450874628
1047,Red Oak City Landfill,"US 34 Hwy 48 1 Mi W on Hwy 34, Red Oak, IA, 51566",Deleted,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,11/27/1996,205834,,2000000,,"PRP Remedial Design, PRP Remedial Action, Government Remedial Investigation/Feasibility Study",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700297,-10603082.53503199,5017718.632558532
1048,Big River Mine Tailings/St. Joe Minerals Corp.,"Section 25, 26, 35, & 36 T37N R4E, Desloge, MO, 63601",Final,Waste Management,Mine tailings disposal,Administrative Order on Consent,1/29/1997,,,1000000,Doe Run Resources Corporation,PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701639,-10078793.670837024,4562219.291421043
1049,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Amended Enforcement Action (Administrative Order on Consent),7/16/1997,,,1400000,"Cotter Corp., (N.S.L.)<br>Laidlaw Waste Systems (Bridgeton), Inc.<br>Rock Road Industries, Inc.<br>U.S. Department of Energy",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1050,Mid-America Tanning Co.,"Port Neal Road, Sergeant Bluff, IA, 51054",Deleted,Manufacturing/Processing/Maintenance,Tanneries,Consent Decree,7/10/1998,445200,296800,276524,Andrew Hain<br>Foxley Cattle Company,"Government Remedial Action, Government Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700204,-10725879.955881977,5211670.147062647
1051,Sheller-Globe Corp. Disposal,"Airport Rd (34Oth St) and 260th Avenue, Keokuk, IA, 52632",Deleted,Waste Management,Industrial waste facility (non-generator),Consent Decree,3/3/1999,,,110000,"Miriam & David B. Grimes<br>United Technologies Automotive Systems, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700260,-10176148.799427226,4933980.805487071
1052,Cherokee County,"Southeast portion of the State of KS, Cherokee County, KS, 66739",Final,Mining,Metals,Consent Decree,9/30/1999,200000,6550000,7000000,"Asarco, Inc.<br><br>Blue Tee Corporation<br>Cyprus Amax Minerals Company<br>NL Industries, Inc.<br>St. Joe Minerals Corp.<br>Sun Co., Inc.<br>Philadelphia, Pa","PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700667,-10544648.15132733,4450215.21140216
1053,Herculaneum Lead Smelter Site,"881 Main St, Herculaneum, MO, 63048",non-NPL,Mining,Metals,Administrative Order on Consent,9/27/2000,,25013.04,15000000,Doe Run Resources Corporation,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700795,-10061241.14748721,4616693.015145681
1054,Ogallala Ground Water Contamination,"SW Corner of W 1st & C St, Ogallala, NE, 69153",Final,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,Consent Decree,10/23/2000,,1356617.83,1800000,"American Shizuki Corporation<br>The Arnold Engineering Co.<br>TRW, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702287,-11325212.07180795,5030632.472723448
1055,Strother Field Industrial Park,"NE 1/4 Sec 19 T33S R4E, Winfield, KS, 67156",Final,Other,Ground water plume site with no identifiable source,Consent Decree,4/23/2001,,460000,2700000,"City of Arkansas<br>City of Winfield<br>General Electric<br>Gordon-Piatt-Energy Group, Inc.<br>Grief Brothers Corp./Norco Div.<br>Strother Field Commission",PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700677,-10801209.855301784,4463112.89398623
1056,Sentinel Wood Treating Co Inc,"420 NW 12th, Ava, MO, 65608",non-NPL,Manufacturing/Processing/Maintenance,Lumber and wood products/pulp and paper,Administrative Order on Consent,8/23/2001,,,500000,"Sentinel Industries, Inc.","PRP Removal, PRP Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700900,-10315469.149656674,4433974.681433686
1057,12th Avenue Solvents,"1400 N W 3rd St., Box 278, Ava, MO, 65608",non-NPL,Other,Spill or other one-time event,Administrative Order on Consent,9/25/2001,,,800000,Emerson Electric Co,"PRP Removal, PRP Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0704015,-10314864.016904727,4432449.240933346
1058,Herculaneum Lead Smelter Site,"881 Main St, Herculaneum, MO, 63048",non-NPL,Mining,Metals,Administrative Order on Consent,12/21/2001,,,5000000,Doe Run Resources Corporation,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700795,-10061241.14748721,4616693.015145681
1059,Mason City Coal Gasification Plant,"5th St, Between Delaware & Pennsylvania, Mason City, IA, 50401",Final,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,7/29/2002,,23678.46,650000,"Interstate Power and Light Company<br>Kansas City Power and Light Company<br>Mason City, Iowa","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700337,-10374887.486340458,5334465.125029885
1060,Cleburn Street Well,"North Front Street, Grand Island, NE, 68801",Final,Other,Ground water plume site with no identifiable source,Consent Decree,9/20/2002,,68493.72,1044256,Union Pacific Railroad Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701986,-10948024.567609908,5001305.946212637
1061,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,10/11/2002,,333119.76,160000,Dutton-Lainson Co.,"PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1062,Bruno Co-Op Association/Associated Properties,"Fremont St & Railroad St, Bruno, NE, 68014",Final,Other,Ground water plume site with no identifiable source,Consent Decree,1/16/2003,,612500,1700000,Bruno Coop Association<br>Union Pacific Railroad,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702000,-10793485.618474621,5054542.418135492
1063,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,11/12/2003,,815000,300000,"City of Hastings<br>Concrete Industries, Inc.<br>Dravo Corp.<br>Dutton-Lainson Co.","PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1064,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,2/26/2004,,2250000,700849,"City of Hastings<br>Concrete Industries, Inc.<br>Cooperative Producers, Inc.<br>Dravo Corp.<br>Dutton-Lainson Co.<br>Morrison Enterprises","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1065,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,5/24/2006,,7300000,3280000,"Dravo Corp.<br>Marshall Town Div. of Desco<br>Marshalltown Instruments, Inc.",PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1066,St Joe Minerals Corp - Viburnum,"St Joe Dr, Viburnum, MO, 65566",non-NPL,Mining,Mining and Mineral Processing/Smelting,Administrative Order on Consent,4/30/2007,,,2000000,"Doe Run Company, The",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700776,-10145658.390898952,4541119.142574521
1067,Cherokee County,"Southeast portion of the State of KS, Cherokee County, KS, 66739",Final,Mining,Metals,Consent Decree,7/11/2007,,7650,7000000,Cyprus Amax Minerals Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700667,-10544648.15132733,4450215.21140216
1068,Waterloo Coal Gasification Plant,"Sycamore & Elm St, Waterloo, IA, 50703",Proposed,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,7/17/2007,,87177.25,974000,Mid American Energy,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700034,-10277726.610261688,5234873.722069289
1069,Findett Corp.,"Rr 7, St. Charles, MO, 63301",Removed from the Proposed NPL,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",Consent Decree,8/16/2007,,,1120000,"ACF Industries<br>Bordon, Inc.<br>C. Hager & Sons Hinge Manufacturing Company, Inc.<br>Cooper Industries, Inc.<br>Campbell Soup<br>Cargill, Inc.<br>Dow Chemical Company<br>E. I. du Pont de Nemours and Company<br>Findett Corporation<br>Ford Motor Company<br>General Motors Corporation<br>General Electric Co.<br>Intalco Aluminum Corp.<br>Mallinckrodt Chemical<br>Monsanto Company<br>Nilok/Degussa Corp.<br>PPG Industries, Inc.<br>Reichhold Chemicals, Inc.<br>Rohr, Inc.<br>The Good Year Tire & Rubber Company<br>U.S. Department of Energy <br>Union Camp","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700845,-10078282.937013265,4695274.739253386
1070,Riverfront,"Plume, New Haven, New Haven, MO, 63068",Final,Other,Ground water plume site with no identifiable source,Consent Decree,9/6/2007,,19500,309000,"City of New Haven, Missouri","PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702089,-10153976.405890001,4666514.429309885
1071,Railroad Avenue Groundwater Contamination,"12th & Maple, West Des Moines, IA, 50265",Final,Other,Ground water plume site with no identifiable source,Consent Decree,10/15/2007,,,506000,"Delavan, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0703065,-10430883.639238272,5098023.5641230345
1072,Cherokee County,"Southeast portion of the State of KS, Cherokee County, KS, 66739",Final,Mining,Metals,Consent Decree,12/10/2007,23288,343938,2970000,"E. I. du Pont de Nemours and Company<br>NL Industries, Inc.<br>Sun Co., Inc.<br>Philadelphia, Pa","PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700667,-10544648.15132733,4450215.21140216
1073,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,10/1/2008,,32287,1700000,"Cooperative Producers, Inc.<br>Morrison Enterprises","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1074,Iowa City FMGP,"505 E Burlington St, Iowa City, IA, 52240",non-NPL,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,11/26/2008,,429300.64,1590800,Iowa<br>Illinois Manor Parnership<br>Mid American Energy Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702470,-10188897.330151856,5109804.876725192
1075,Aluminum Company of America - Davenport,"4879 State Street (Hwy 67), Riverdale, IA, 52722",non-NPL,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Consent Decree,12/11/2008,,586821.08,2000000,Aluminum Company of America,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700087,-10070115.759932233,5066246.601018596
1076,Mississippi River Pool #15,"Portion of MRP #15 Near Mississippi River, Riverdale, IA, 52722",non-NPL,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Consent Decree,12/11/2008,,165524.91,460000,Aluminum Company of America,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700345,-10069342.646068677,5090792.331782654
1077,Des Moines (Ex) Ordnance Plant,"Hwy 415, Ankeny, IA, 50021",non-NPL,,,Administrative Order on Consent,2/3/2009,,217621.98,7500000,"Ankeny, City of<br>John Deere Des Moines Works<br>U. S. Army Corp of Engineers, Omaha District",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700416,-10426774.16891615,5117028.526069862
1078,"Chemical Commodities, Inc.","S. Keeler St, Olathe, KS, 66061",Final,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",Consent Decree,2/9/2009,,,14377138,"Alliant Techsystems Inc.<br>Ashland Inc.<br>Burlington Northern and Santa Fe Railway Company<br>Boeing North American<br>Certainteed Corporation<br>Hallmark Cards Inc.<br>Honeywell Federal Manufacturing & Technologies LLC<br>Lucent Technologies, Inc.<br>Mallinckrodt Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700513,-10553711.450309245,4704246.046032769
1079,Oronogo-Duenweg Mining Belt,"Various Locations, Joplin, MO, 64801",Final,Waste Management,Mine tailings disposal,Consent Decree,3/26/2009,,750000,7750000,Doe Run Co.,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701290,-10510848.770935223,4453209.74325075
1080,Oak Grove Village Well,"NE 1/4, SW 1/4, NW 1/4, Section 17, Sullivan, MO, 63080",Final,Other,Ground water plume site with no identifiable source,Administrative Order on Consent,9/25/2009,,,700000,"TRW Automotive U.S., LLC",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700020,-10146711.584601345,4610688.9473100705
1081,Oronogo-Duenweg Mining Belt,"Various Locations, Joplin, MO, 64801",Final,Waste Management,Mine tailings disposal,Consent Decree,9/28/2009,1147600,,800000,Acme Land Company<br>Childress Royalty Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701290,-10510848.770935223,4453209.74325075
1082,Armour Road,"2251 Armour Road, North Kansas City, MO, 64116",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Consent Decree,4/9/2010,,,1000000,"U.S. Borax, Inc.",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702515,-10525938.127912251,4742462.912207525
1083,Hastings Ground Water Contamination,"E Central Hastings, Hastings, NE, 68901",Final,Other,Ground water plume site with no identifiable source,Consent Decree,8/30/2010,1700000,1000000,1500000,City of Hastings,"Operations & Maintenance, Government Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973,-10951982.309466079,4951075.989505937
1084,Federal Mine Tailings,"Hwy 67 to E Hwy 32 to St Joe St Park, Park Hills, MO, 63601",non-NPL,Mining,Mining and Mineral Processing/Smelting,Administrative Order on Consent,3/23/2011,,49585.93,7006271,Doe Run Resources Corporation<br>Missouri Department of Natural Resources,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702606,-10077939.071106205,4562017.617122419
1085,Columbus FMGP,"1169 22nd Ave, Columbus, NE, 68601",non-NPL,Manufacturing/Processing/Maintenance,Coal gasification,Administrative Order on Consent,5/11/2012,,,2020000,"Black Hills/Nebraska Gas Utility Company, LLC<br>Centel Corporation",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702458,-10838065.62363311,5075232.625578517
1086,Riverfront,"Plume, New Haven, New Haven, MO, 63068",Final,Other,Ground water plume site with no identifiable source,Consent Decree,8/24/2012,,,5920000,Kellwood Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702089,-10153976.405890001,4666514.429309885
1087,Cherokee County,"Southeast portion of the State of KS, Cherokee County, KS, 66739",Final,Mining,Metals,Consent Decree,10/3/2013,,,4129000,Blue Tee Corporation<br>Doe Run Co.<br>Gold Fields American Corp. NY,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700667,-10544648.15132733,4450215.21140216
1088,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Administrative Order on Consent,4/16/2014,,,582000,"Laidlaw Waste Systems (Bridgeton), Inc.<br>Rock Road Industries, Inc.",Removal Assessment,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1089,Pools Prairie,"US Hwy. 60 and US Hwy. 71, Neosho, MO, 64850",Final,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Administrative Order on Consent,6/4/2014,,,3055118,"Boeing North American<br>TDY Industries, Inc.<br>US Dept. of Defense  (DOD)<br>DC",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702918,-10507477.68279553,4411690.7707884805
